invoice,customer_id,product_id,invoice_date,quantity,amount,region
INV081509,C0217,P011,2023-02-10,20,44540,North
INV081510,C0032,P020,2025-03-22,14,55356,East
INV081511,C0100,P006,2024-07-23,13,52364,East
INV081512,C0146,P013,2025-01-07,10,25080,West
INV081513,C0355,P003,2025-06-16,7,33698,South
INV081514,C0088,P006,2025-02-13,2,8056,East
INV081515,C0095,P010,2024-07-02,1,3902,East
INV081516,C0328,P004,2024-12-30,13,29952,North
INV081517,C0132,P013,2023-07-19,14,35112,West
INV081518,C0248,P018,2025-04-03,2,4174,South
INV081519,C0293,P001,2025-04-12,2,9316,South
INV081520,C0036,P009,2024-08-20,8,25440,West
INV081521,C0378,P011,2024-04-07,12,26724,North
INV081522,C0254,P010,2024-10-11,14,54628,East
INV081523,C0482,P017,2024-04-23,19,65436,West
INV081524,C0111,P019,2024-09-25,19,63935,South
INV081525,C0441,P011,2024-04-28,10,22270,West
INV081526,C0237,P015,2024-11-21,14,37884,South
INV081527,C0240,P016,2024-08-03,2,4520,West
INV081528,C0452,P012,2024-05-02,6,26046,West
INV081529,C0441,P014,2024-12-25,7,26313,South
INV081530,C0164,P018,2023-08-30,3,6261,East
INV081531,C0207,P013,2025-01-27,19,47652,West
INV081532,C0137,P011,2023-05-20,14,31178,North
INV081533,C0069,P001,2024-09-21,1,4658,West
INV081534,C0269,P003,2024-02-21,9,43326,South
INV081535,C0405,P012,2023-06-22,11,47751,West
INV081536,C0152,P005,2024-03-07,9,23481,South
INV081537,C0027,P007,2023-04-22,13,44603,East
INV081538,C0314,P015,2024-07-03,16,43296,North
INV081539,C0298,P020,2023-08-07,2,7908,East
INV081540,C0365,P009,2024-12-18,19,60420,East
INV081541,C0010,P013,2023-11-05,9,22572,North
INV081542,C0319,P009,2023-12-04,6,19080,North
INV081543,C0269,P004,2023-02-22,12,27648,North
INV081544,C0296,P006,2023-10-23,4,16112,East
INV081545,C0092,P012,2023-04-14,9,39069,East
INV081546,C0167,P020,2025-05-24,8,31632,West
INV081547,C0495,P010,2023-10-12,18,70236,East
INV081548,C0422,P005,2025-04-25,11,28699,North
INV081549,C0441,P004,2024-05-20,13,29952,South
INV081550,C0150,P009,2023-12-19,2,6360,North
INV081551,C0050,P020,2024-12-05,2,7908,East
INV081552,C0049,P016,2023-05-11,18,40680,East
INV081553,C0071,P005,2024-01-16,11,28699,North
INV081554,C0271,P001,2023-12-26,7,32606,South
INV081555,C0269,P001,2023-05-04,13,60554,West
INV081556,C0452,P017,2023-03-14,8,27552,East
INV081557,C0047,P008,2024-09-06,20,61540,East
INV081558,C0211,P012,2024-09-23,5,21705,East
INV081559,C0126,P013,2025-01-28,20,50160,East
INV081560,C0319,P018,2023-12-25,15,31305,South
INV081561,C0421,P005,2024-02-18,12,31308,North
INV081562,C0231,P020,2023-05-09,16,63264,South
INV081563,C0072,P013,2024-11-02,17,42636,North
INV081564,C0089,P014,2023-10-31,15,56385,West
INV081565,C0158,P015,2023-06-17,4,10824,South
INV081566,C0089,P013,2024-07-13,18,45144,West
INV081567,C0008,P015,2024-07-26,10,27060,East
INV081568,C0421,P003,2025-01-04,17,81838,East
INV081569,C0171,P015,2024-02-07,3,8118,West
INV081570,C0198,P017,2024-02-02,3,10332,North
INV081571,C0458,P020,2024-06-28,12,47448,North
INV081572,C0313,P005,2024-05-08,13,33917,East
INV081573,C0483,P019,2023-09-02,12,40380,East
INV081574,C0474,P003,2023-07-18,4,19256,North
INV081575,C0375,P004,2024-07-11,8,18432,West
INV081576,C0411,P017,2024-03-06,17,58548,East
INV081577,C0328,P018,2025-04-01,11,22957,South
INV081578,C0282,P002,2024-03-23,1,1572,East
INV081579,C0141,P015,2023-12-17,20,54120,South
INV081580,C0465,P017,2024-12-11,17,58548,West
INV081581,C0056,P015,2025-02-03,16,43296,South
INV081582,C0212,P004,2024-01-25,9,20736,North
INV081583,C0430,P001,2024-06-05,13,60554,South
INV081584,C0318,P014,2023-03-29,15,56385,South
INV081585,C0038,P006,2024-01-25,6,24168,East
INV081586,C0395,P013,2025-05-25,7,17556,South
INV081587,C0085,P001,2024-10-18,14,65212,West
INV081588,C0128,P007,2024-09-25,1,3431,South
INV081589,C0334,P006,2023-12-11,6,24168,North
INV081590,C0419,P014,2024-09-11,11,41349,South
INV081591,C0213,P013,2023-09-24,17,42636,East
INV081592,C0260,P013,2023-12-28,18,45144,East
INV081593,C0110,P001,2024-08-17,8,37264,South
INV081594,C0399,P013,2025-01-01,13,32604,North
INV081595,C0175,P015,2023-06-16,5,13530,South
INV081596,C0372,P009,2024-04-15,16,50880,North
INV081597,C0472,P013,2024-03-26,4,10032,North
INV081598,C0475,P001,2024-09-06,18,83844,West
INV081599,C0129,P010,2024-10-17,15,58530,South
INV081600,C0164,P004,2023-02-05,7,16128,West
INV081601,C0456,P017,2025-01-19,9,30996,North
INV081602,C0462,P014,2023-09-09,17,63903,West
INV081603,C0285,P008,2025-01-25,4,12308,North
INV081604,C0066,P020,2024-08-04,16,63264,East
INV081605,C0280,P015,2024-01-05,6,16236,East
INV081606,C0207,P017,2024-11-02,5,17220,South
INV081607,C0458,P008,2023-11-22,7,21539,South
INV081608,C0418,P019,2025-06-19,11,37015,West
INV081609,C0182,P005,2023-04-28,15,39135,South
INV081610,C0357,P017,2023-08-20,16,55104,North
INV081611,C0400,P014,2025-06-19,5,18795,South
INV081612,C0231,P017,2024-12-14,20,68880,North
INV081613,C0378,P012,2023-01-07,20,86820,North
INV081614,C0387,P008,2023-05-24,11,33847,North
INV081615,C0385,P003,2023-09-02,7,33698,West
INV081616,C0281,P013,2024-02-08,5,12540,North
INV081617,C0139,P012,2023-10-16,18,78138,East
INV081618,C0270,P005,2025-05-19,3,7827,East
INV081619,C0451,P009,2024-10-20,3,9540,West
INV081620,C0111,P003,2023-11-04,20,96280,East
INV081621,C0390,P020,2023-02-27,17,67218,East
INV081622,C0045,P006,2023-09-25,8,32224,South
INV081623,C0369,P003,2023-12-06,5,24070,East
INV081624,C0443,P010,2025-04-26,3,11706,South
INV081625,C0241,P001,2023-02-25,20,93160,West
INV081626,C0249,P003,2025-03-04,5,24070,South
INV081627,C0208,P009,2023-01-13,14,44520,West
INV081628,C0369,P009,2023-11-11,10,31800,North
INV081629,C0389,P019,2023-11-15,5,16825,West
INV081630,C0173,P017,2024-10-04,5,17220,North
INV081631,C0378,P004,2023-04-06,4,9216,South
INV081632,C0098,P013,2023-04-06,12,30096,North
INV081633,C0084,P009,2023-01-03,2,6360,East
INV081634,C0244,P018,2025-03-23,9,18783,East
INV081635,C0331,P001,2023-11-18,13,60554,South
INV081636,C0294,P017,2024-06-02,8,27552,East
INV081637,C0284,P010,2025-03-30,5,19510,North
INV081638,C0228,P017,2023-11-20,10,34440,North
INV081639,C0151,P016,2023-11-09,12,27120,East
INV081640,C0313,P020,2024-06-02,20,79080,West
INV081641,C0253,P013,2024-04-25,18,45144,North
INV081642,C0131,P020,2024-08-06,4,15816,West
INV081643,C0064,P018,2024-07-09,15,31305,West
INV081644,C0194,P002,2024-02-03,13,20436,East
INV081645,C0466,P007,2023-05-21,2,6862,East
INV081646,C0091,P019,2023-06-13,1,3365,North
INV081647,C0376,P020,2024-06-14,9,35586,North
INV081648,C0256,P020,2024-01-27,17,67218,South
INV081649,C0029,P014,2024-01-08,17,63903,South
INV081650,C0020,P017,2024-09-10,11,37884,North
INV081651,C0405,P016,2023-11-08,6,13560,North
INV081652,C0487,P014,2023-10-15,17,63903,West
INV081653,C0264,P019,2023-12-15,2,6730,West
INV081654,C0094,P018,2025-05-08,10,20870,North
INV081655,C0392,P013,2025-02-23,7,17556,South
INV081656,C0252,P018,2024-02-26,12,25044,North
INV081657,C0174,P009,2023-06-15,8,25440,West
INV081658,C0221,P019,2024-02-23,14,47110,East
INV081659,C0192,P004,2023-05-05,2,4608,North
INV081660,C0205,P012,2024-07-29,13,56433,North
INV081661,C0105,P010,2023-04-29,17,66334,East
INV081662,C0315,P015,2023-07-15,3,8118,East
INV081663,C0499,P001,2023-06-04,2,9316,North
INV081664,C0037,P018,2023-09-14,4,8348,West
INV081665,C0316,P006,2025-04-22,7,28196,North
INV081666,C0081,P014,2025-01-13,4,15036,North
INV081667,C0360,P001,2023-10-23,2,9316,North
INV081668,C0485,P004,2025-03-09,4,9216,East
INV081669,C0377,P013,2024-02-23,15,37620,East
INV081670,C0259,P002,2023-05-22,20,31440,South
INV081671,C0347,P020,2023-06-01,1,3954,North
INV081672,C0155,P002,2023-12-03,10,15720,South
INV081673,C0028,P004,2024-05-01,16,36864,North
INV081674,C0194,P007,2024-02-17,16,54896,West
INV081675,C0023,P016,2025-01-19,8,18080,South
INV081676,C0107,P010,2023-09-28,13,50726,South
INV081677,C0352,P005,2025-01-13,7,18263,East
INV081678,C0330,P008,2024-06-09,1,3077,East
INV081679,C0161,P015,2023-05-11,13,35178,East
INV081680,C0177,P003,2024-08-26,1,4814,East
INV081681,C0098,P009,2023-09-02,14,44520,East
INV081682,C0222,P015,2024-08-25,16,43296,North
INV081683,C0435,P011,2024-06-10,12,26724,South
INV081684,C0033,P009,2024-09-27,7,22260,East
INV081685,C0275,P001,2025-02-19,6,27948,South
INV081686,C0325,P003,2025-03-16,16,77024,West
INV081687,C0155,P012,2023-12-28,1,4341,East
INV081688,C0314,P005,2024-09-06,3,7827,East
INV081689,C0195,P012,2025-05-08,18,78138,West
INV081690,C0046,P004,2024-12-06,8,18432,West
INV081691,C0288,P020,2025-06-10,10,39540,North
INV081692,C0186,P012,2024-07-07,17,73797,North
INV081693,C0386,P017,2023-04-03,6,20664,West
INV081694,C0216,P017,2024-07-07,14,48216,South
INV081695,C0006,P003,2024-03-13,8,38512,South
INV081696,C0283,P019,2024-04-13,19,63935,East
INV081697,C0180,P018,2024-04-14,13,27131,South
INV081698,C0252,P020,2025-02-25,1,3954,North
INV081699,C0026,P007,2023-04-09,3,10293,East
INV081700,C0259,P011,2023-02-24,1,2227,North
INV081701,C0226,P018,2024-09-20,5,10435,West
INV081702,C0085,P010,2024-01-07,16,62432,North
INV081703,C0314,P004,2023-02-06,2,4608,West
INV081704,C0181,P005,2023-05-06,15,39135,West
INV081705,C0403,P013,2023-02-12,7,17556,West
INV081706,C0248,P002,2024-07-25,16,25152,South
INV081707,C0131,P005,2025-05-01,20,52180,East
INV081708,C0116,P010,2024-01-06,5,19510,East
INV081709,C0149,P017,2025-01-15,16,55104,North
INV081710,C0390,P014,2023-08-13,1,3759,South
INV081711,C0220,P019,2023-11-07,2,6730,North
INV081712,C0036,P014,2025-05-15,3,11277,West
INV081713,C0311,P009,2023-09-16,6,19080,North
INV081714,C0047,P017,2025-01-23,8,27552,North
INV081715,C0254,P004,2024-07-13,6,13824,West
INV081716,C0263,P018,2023-07-12,20,41740,South
INV081717,C0089,P005,2024-01-22,15,39135,South
INV081718,C0470,P009,2025-03-05,12,38160,North
INV081719,C0381,P004,2023-07-02,20,46080,North
INV081720,C0071,P016,2025-01-26,15,33900,West
INV081721,C0240,P004,2025-06-13,8,18432,South
INV081722,C0272,P019,2024-11-10,20,67300,East
INV081723,C0360,P014,2025-04-06,3,11277,South
INV081724,C0142,P007,2025-05-01,3,10293,East
INV081725,C0279,P020,2023-08-13,7,27678,West
INV081726,C0271,P007,2024-10-03,2,6862,East
INV081727,C0168,P019,2025-01-17,18,60570,South
INV081728,C0465,P018,2024-12-28,20,41740,West
INV081729,C0161,P009,2023-09-24,19,60420,North
INV081730,C0311,P020,2024-10-02,1,3954,West
INV081731,C0446,P006,2023-01-21,1,4028,East
INV081732,C0236,P018,2024-11-02,5,10435,North
INV081733,C0432,P011,2023-07-17,13,28951,South
INV081734,C0046,P010,2023-06-02,12,46824,East
INV081735,C0143,P019,2024-07-16,19,63935,North
INV081736,C0220,P003,2024-10-26,13,62582,West
INV081737,C0283,P019,2023-04-11,19,63935,South
INV081738,C0205,P008,2024-04-02,16,49232,South
INV081739,C0458,P007,2023-12-02,19,65189,West
INV081740,C0261,P006,2024-12-19,17,68476,South
INV081741,C0242,P004,2024-07-19,2,4608,North
INV081742,C0115,P017,2023-04-01,10,34440,North
INV081743,C0468,P014,2024-07-23,12,45108,East
INV081744,C0377,P007,2025-01-21,20,68620,West
INV081745,C0459,P007,2024-08-25,2,6862,West
INV081746,C0092,P019,2023-03-07,19,63935,South
INV081747,C0430,P006,2024-04-24,2,8056,East
INV081748,C0070,P018,2024-12-05,14,29218,West
INV081749,C0163,P001,2023-04-08,4,18632,West
INV081750,C0019,P014,2024-09-07,13,48867,North
INV081751,C0308,P008,2024-01-15,4,12308,North
INV081752,C0357,P010,2023-04-13,19,74138,South
INV081753,C0029,P003,2023-05-01,13,62582,West
INV081754,C0200,P004,2024-12-22,18,41472,West
INV081755,C0427,P010,2024-06-19,3,11706,West
INV081756,C0271,P015,2024-03-02,15,40590,North
INV081757,C0040,P002,2024-05-26,18,28296,East
INV081758,C0144,P011,2025-04-26,16,35632,East
INV081759,C0069,P005,2023-12-01,20,52180,South
INV081760,C0099,P002,2025-03-19,1,1572,East
INV081761,C0163,P007,2023-02-01,20,68620,South
INV081762,C0193,P008,2024-12-20,17,52309,South
INV081763,C0234,P012,2024-07-07,1,4341,East
INV081764,C0189,P018,2025-05-18,19,39653,West
INV081765,C0071,P006,2024-09-03,13,52364,South
INV081766,C0211,P011,2024-06-26,4,8908,South
INV081767,C0183,P012,2024-03-15,1,4341,North
INV081768,C0354,P018,2025-01-07,14,29218,East
INV081769,C0424,P010,2023-06-30,6,23412,East
INV081770,C0329,P019,2024-02-10,20,67300,South
INV081771,C0277,P001,2025-01-27,20,93160,East
INV081772,C0382,P004,2025-02-02,5,11520,West
INV081773,C0382,P001,2024-06-18,7,32606,South
INV081774,C0306,P007,2024-08-26,9,30879,North
INV081775,C0460,P013,2024-01-03,7,17556,West
INV081776,C0314,P010,2024-01-06,20,78040,South
INV081777,C0100,P001,2024-03-12,8,37264,East
INV081778,C0354,P016,2023-01-15,2,4520,South
INV081779,C0357,P016,2023-06-13,19,42940,North
INV081780,C0161,P002,2024-06-06,14,22008,East
INV081781,C0408,P010,2025-01-05,5,19510,South
INV081782,C0164,P001,2023-11-23,14,65212,West
INV081783,C0336,P003,2025-02-04,17,81838,South
INV081784,C0490,P019,2025-03-04,16,53840,North
INV081785,C0081,P012,2023-02-08,20,86820,South
INV081786,C0093,P004,2023-09-12,5,11520,East
INV081787,C0259,P008,2025-05-06,7,21539,North
INV081788,C0125,P014,2025-03-18,11,41349,East
INV081789,C0073,P002,2023-01-08,12,18864,East
INV081790,C0362,P020,2023-01-14,18,71172,West
INV081791,C0267,P007,2023-06-05,18,61758,East
INV081792,C0034,P007,2025-02-12,10,34310,East
INV081793,C0329,P011,2025-04-02,7,15589,East
INV081794,C0153,P011,2023-05-18,8,17816,East
INV081795,C0456,P009,2024-06-04,1,3180,East
INV081796,C0059,P020,2023-03-08,20,79080,East
INV081797,C0131,P002,2023-01-05,12,18864,North
INV081798,C0313,P002,2023-04-26,7,11004,North
INV081799,C0390,P018,2023-01-02,19,39653,North
INV081800,C0109,P005,2024-10-20,18,46962,West
INV081801,C0342,P005,2024-06-30,17,44353,East
INV081802,C0203,P017,2024-09-05,2,6888,East
INV081803,C0070,P011,2024-06-23,11,24497,North
INV081804,C0115,P005,2024-09-22,12,31308,East
INV081805,C0153,P011,2025-05-18,18,40086,North
INV081806,C0195,P013,2024-06-09,16,40128,South
INV081807,C0057,P001,2023-07-28,20,93160,South
INV081808,C0075,P015,2024-07-21,3,8118,North
INV081809,C0366,P005,2023-08-16,18,46962,South
INV081810,C0199,P013,2024-09-05,14,35112,West
INV081811,C0109,P020,2024-09-30,20,79080,West
INV081812,C0197,P010,2024-09-08,17,66334,South
INV081813,C0375,P013,2024-08-28,6,15048,North
INV081814,C0469,P011,2025-04-13,5,11135,North
INV081815,C0228,P012,2023-09-13,12,52092,South
INV081816,C0411,P016,2024-06-02,6,13560,East
INV081817,C0233,P018,2023-04-11,14,29218,West
INV081818,C0320,P007,2023-08-01,13,44603,North
INV081819,C0308,P020,2023-11-30,6,23724,North
INV081820,C0317,P011,2023-04-13,20,44540,South
INV081821,C0066,P015,2023-10-09,17,46002,South
INV081822,C0386,P017,2023-11-09,11,37884,North
INV081823,C0457,P020,2023-09-27,6,23724,East
INV081824,C0353,P007,2024-03-30,2,6862,West
INV081825,C0373,P017,2025-03-09,2,6888,West
INV081826,C0304,P005,2025-02-08,14,36526,South
INV081827,C0382,P006,2023-05-02,15,60420,East
INV081828,C0199,P009,2025-06-13,19,60420,West
INV081829,C0270,P006,2023-06-17,1,4028,North
INV081830,C0175,P007,2024-04-11,12,41172,West
INV081831,C0354,P004,2023-09-19,15,34560,South
INV081832,C0449,P004,2023-11-11,19,43776,East
INV081833,C0271,P016,2023-06-28,3,6780,North
INV081834,C0187,P004,2023-06-26,10,23040,South
INV081835,C0225,P008,2024-07-06,15,46155,North
INV081836,C0475,P001,2025-01-22,2,9316,East
INV081837,C0161,P019,2025-01-06,17,57205,South
INV081838,C0114,P014,2025-05-11,2,7518,West
INV081839,C0313,P008,2023-07-30,13,40001,South
INV081840,C0397,P009,2023-06-19,9,28620,West
INV081841,C0032,P010,2024-06-23,5,19510,North
INV081842,C0333,P004,2023-01-21,8,18432,West
INV081843,C0341,P006,2025-04-08,18,72504,East
INV081844,C0208,P004,2025-06-11,12,27648,East
INV081845,C0393,P016,2024-06-06,16,36160,North
INV081846,C0364,P007,2024-05-03,16,54896,East
INV081847,C0358,P015,2024-07-23,20,54120,North
INV081848,C0032,P006,2023-09-24,14,56392,West
INV081849,C0120,P001,2025-04-26,10,46580,East
INV081850,C0294,P019,2023-08-23,16,53840,South
INV081851,C0057,P010,2024-03-11,5,19510,East
INV081852,C0070,P018,2024-03-17,8,16696,South
INV081853,C0232,P011,2025-01-23,12,26724,South
INV081854,C0261,P005,2023-08-15,11,28699,West
INV081855,C0457,P011,2025-01-08,10,22270,East
INV081856,C0147,P013,2024-03-17,20,50160,West
INV081857,C0018,P018,2025-06-19,3,6261,West
INV081858,C0218,P014,2024-01-14,2,7518,South
INV081859,C0299,P004,2025-01-13,15,34560,East
INV081860,C0010,P020,2024-08-03,19,75126,South
INV081861,C0422,P004,2024-11-06,3,6912,North
INV081862,C0177,P009,2023-06-04,4,12720,South
INV081863,C0382,P001,2023-09-20,13,60554,West
INV081864,C0298,P019,2025-04-26,1,3365,North
INV081865,C0299,P002,2023-04-24,11,17292,East
INV081866,C0219,P016,2023-05-18,9,20340,West
INV081867,C0455,P019,2024-07-07,16,53840,South
INV081868,C0482,P009,2025-05-07,14,44520,West
INV081869,C0097,P003,2024-04-24,5,24070,South
INV081870,C0029,P008,2024-09-18,11,33847,South
INV081871,C0185,P011,2023-04-29,14,31178,West
INV081872,C0334,P012,2024-05-11,7,30387,East
INV081873,C0160,P009,2025-06-16,3,9540,South
INV081874,C0314,P009,2025-03-19,10,31800,East
INV081875,C0084,P011,2023-10-10,15,33405,South
INV081876,C0441,P014,2023-05-27,10,37590,South
INV081877,C0432,P007,2024-01-01,12,41172,West
INV081878,C0147,P001,2024-09-19,2,9316,East
INV081879,C0431,P001,2024-04-27,15,69870,West
INV081880,C0422,P012,2023-08-11,2,8682,West
INV081881,C0406,P016,2023-10-24,19,42940,North
INV081882,C0322,P001,2023-08-29,10,46580,South
INV081883,C0315,P015,2024-03-18,6,16236,West
INV081884,C0339,P020,2023-05-28,20,79080,South
INV081885,C0339,P016,2024-08-27,15,33900,North
INV081886,C0272,P019,2023-05-22,12,40380,South
INV081887,C0213,P001,2023-04-29,17,79186,East
INV081888,C0319,P020,2023-06-01,14,55356,North
INV081889,C0362,P009,2023-01-10,15,47700,East
INV081890,C0408,P001,2023-06-05,3,13974,South
INV081891,C0056,P013,2024-10-15,3,7524,North
INV081892,C0467,P008,2024-08-24,3,9231,South
INV081893,C0107,P008,2025-03-22,18,55386,West
INV081894,C0170,P017,2023-04-14,7,24108,South
INV081895,C0269,P020,2025-01-16,13,51402,West
INV081896,C0467,P001,2023-07-10,7,32606,West
INV081897,C0361,P003,2023-06-10,3,14442,East
INV081898,C0075,P019,2024-07-20,3,10095,East
INV081899,C0077,P005,2025-03-26,9,23481,North
INV081900,C0135,P010,2025-02-23,11,42922,North
INV081901,C0149,P012,2023-11-23,8,34728,West
INV081902,C0367,P010,2025-04-01,1,3902,East
INV081903,C0408,P006,2023-11-20,15,60420,North
INV081904,C0082,P002,2023-04-04,13,20436,South
INV081905,C0039,P020,2024-05-13,10,39540,North
INV081906,C0232,P019,2024-12-25,12,40380,North
INV081907,C0081,P001,2023-09-03,5,23290,South
INV081908,C0059,P016,2024-06-07,16,36160,West
INV081909,C0408,P016,2023-01-28,20,45200,North
INV081910,C0089,P007,2025-02-10,13,44603,East
INV081911,C0082,P016,2024-10-11,19,42940,South
INV081912,C0130,P007,2024-07-18,12,41172,South
INV081913,C0098,P003,2025-02-09,19,91466,South
INV081914,C0243,P012,2024-11-08,17,73797,South
INV081915,C0196,P011,2025-04-01,14,31178,East
INV081916,C0324,P002,2024-07-12,9,14148,South
INV081917,C0015,P010,2025-04-12,16,62432,East
INV081918,C0317,P014,2025-01-09,4,15036,South
INV081919,C0368,P017,2025-06-16,13,44772,West
INV081920,C0319,P004,2024-09-01,8,18432,West
INV081921,C0048,P008,2023-08-20,14,43078,North
INV081922,C0040,P020,2024-10-11,11,43494,West
INV081923,C0158,P001,2024-07-18,9,41922,West
INV081924,C0373,P013,2023-12-19,4,10032,East
INV081925,C0204,P014,2023-04-03,3,11277,South
INV081926,C0237,P015,2024-01-16,3,8118,South
INV081927,C0245,P012,2024-05-05,5,21705,East
INV081928,C0174,P020,2024-10-22,1,3954,West
INV081929,C0020,P014,2023-11-18,14,52626,South
INV081930,C0240,P016,2025-01-07,20,45200,West
INV081931,C0426,P019,2023-01-25,10,33650,South
INV081932,C0138,P007,2024-01-21,14,48034,East
INV081933,C0188,P020,2023-12-03,19,75126,North
INV081934,C0064,P007,2024-12-17,16,54896,East
INV081935,C0193,P019,2023-09-03,2,6730,North
INV081936,C0171,P013,2025-05-28,11,27588,North
INV081937,C0492,P020,2025-01-20,7,27678,North
INV081938,C0083,P003,2023-03-30,3,14442,East
INV081939,C0005,P002,2024-11-07,11,17292,North
INV081940,C0467,P008,2024-07-23,5,15385,North
INV081941,C0157,P003,2023-07-04,7,33698,East
INV081942,C0160,P015,2024-03-15,14,37884,East
INV081943,C0107,P017,2025-01-26,2,6888,North
INV081944,C0415,P002,2023-09-18,10,15720,North
INV081945,C0344,P016,2023-12-31,8,18080,East
INV081946,C0373,P011,2025-02-01,11,24497,North
INV081947,C0247,P020,2023-02-20,5,19770,South
INV081948,C0165,P011,2024-11-08,13,28951,West
INV081949,C0170,P006,2025-02-24,7,28196,East
INV081950,C0103,P019,2023-08-01,11,37015,South
INV081951,C0454,P008,2023-10-09,16,49232,South
INV081952,C0482,P017,2024-01-08,20,68880,North
INV081953,C0364,P013,2024-08-27,8,20064,West
INV081954,C0424,P006,2024-12-25,20,80560,North
INV081955,C0469,P003,2025-04-18,15,72210,East
INV081956,C0231,P019,2023-09-15,14,47110,East
INV081957,C0357,P015,2023-08-29,14,37884,West
INV081958,C0165,P013,2024-12-10,15,37620,West
INV081959,C0492,P019,2024-04-29,11,37015,South
INV081960,C0068,P011,2024-06-20,10,22270,South
INV081961,C0062,P018,2024-06-22,20,41740,North
INV081962,C0166,P016,2024-10-09,19,42940,East
INV081963,C0386,P004,2023-01-14,3,6912,South
INV081964,C0391,P018,2024-05-31,14,29218,West
INV081965,C0186,P017,2023-09-06,12,41328,North
INV081966,C0013,P010,2023-04-23,6,23412,West
INV081967,C0153,P016,2024-10-13,9,20340,East
INV081968,C0377,P007,2024-04-09,20,68620,South
INV081969,C0169,P002,2024-03-16,12,18864,South
INV081970,C0481,P007,2024-05-22,3,10293,East
INV081971,C0258,P004,2023-06-29,15,34560,South
INV081972,C0465,P015,2023-05-28,20,54120,North
INV081973,C0466,P016,2024-07-24,18,40680,North
INV081974,C0305,P010,2025-03-09,5,19510,South
INV081975,C0240,P001,2023-09-30,13,60554,East
INV081976,C0225,P005,2023-05-17,7,18263,West
INV081977,C0072,P004,2024-01-29,2,4608,West
INV081978,C0165,P015,2025-04-28,5,13530,North
INV081979,C0248,P009,2024-04-28,20,63600,North
INV081980,C0040,P003,2024-05-28,12,57768,North
INV081981,C0119,P020,2023-12-01,15,59310,South
INV081982,C0448,P001,2023-08-16,10,46580,North
INV081983,C0210,P008,2024-12-08,14,43078,East
INV081984,C0365,P002,2024-03-05,15,23580,South
INV081985,C0119,P017,2023-06-17,8,27552,South
INV081986,C0081,P002,2023-02-04,8,12576,West
INV081987,C0278,P002,2023-05-05,15,23580,South
INV081988,C0155,P006,2025-06-06,6,24168,West
INV081989,C0491,P016,2023-05-21,1,2260,South
INV081990,C0330,P003,2024-06-07,16,77024,North
INV081991,C0148,P009,2024-04-10,15,47700,South
INV081992,C0084,P008,2024-02-08,11,33847,North
INV081993,C0430,P002,2025-05-16,6,9432,South
INV081994,C0341,P001,2023-05-31,14,65212,East
INV081995,C0362,P011,2025-02-11,16,35632,North
INV081996,C0443,P004,2024-11-20,1,2304,North
INV081997,C0282,P010,2025-04-28,12,46824,North
INV081998,C0486,P005,2023-06-15,16,41744,South
INV081999,C0117,P017,2023-09-09,11,37884,West
INV082000,C0266,P015,2025-01-26,4,10824,South
INV082001,C0035,P020,2023-08-22,13,51402,North
INV082002,C0203,P012,2024-07-31,1,4341,West
INV082003,C0236,P014,2024-09-25,2,7518,North
INV082004,C0227,P020,2023-01-21,14,55356,South
INV082005,C0271,P006,2023-06-25,1,4028,South
INV082006,C0100,P009,2023-01-11,3,9540,West
INV082007,C0429,P004,2023-11-28,14,32256,West
INV082008,C0144,P009,2024-05-18,1,3180,North
INV082009,C0468,P018,2023-11-13,14,29218,North
INV082010,C0048,P005,2024-05-16,5,13045,South
INV082011,C0034,P010,2024-01-10,5,19510,East
INV082012,C0086,P004,2025-03-29,7,16128,East
INV082013,C0096,P011,2024-12-08,19,42313,East
INV082014,C0338,P010,2023-06-24,4,15608,West
INV082015,C0425,P013,2023-08-10,13,32604,North
INV082016,C0410,P020,2023-10-30,4,15816,East
INV082017,C0129,P015,2023-02-02,14,37884,East
INV082018,C0279,P007,2024-03-04,10,34310,North
INV082019,C0142,P009,2023-09-01,19,60420,South
INV082020,C0176,P017,2024-02-23,2,6888,East
INV082021,C0322,P011,2023-10-25,9,20043,South
INV082022,C0279,P002,2025-05-31,12,18864,South
INV082023,C0018,P009,2024-06-08,3,9540,South
INV082024,C0075,P009,2023-05-15,14,44520,North
INV082025,C0363,P020,2023-05-28,7,27678,North
INV082026,C0353,P007,2024-12-04,15,51465,South
INV082027,C0055,P003,2023-12-21,4,19256,South
INV082028,C0339,P004,2023-10-10,8,18432,West
INV082029,C0054,P008,2023-06-10,5,15385,West
INV082030,C0418,P019,2023-07-29,20,67300,South
INV082031,C0030,P007,2024-12-02,16,54896,East
INV082032,C0146,P011,2024-12-09,20,44540,East
INV082033,C0199,P016,2024-07-11,4,9040,North
INV082034,C0265,P012,2023-08-22,9,39069,South
INV082035,C0450,P017,2024-06-14,5,17220,North
INV082036,C0178,P011,2025-05-19,2,4454,North
INV082037,C0127,P016,2025-02-05,5,11300,West
INV082038,C0272,P008,2024-01-19,7,21539,East
INV082039,C0139,P019,2024-04-17,15,50475,East
INV082040,C0098,P019,2024-10-05,12,40380,East
INV082041,C0354,P007,2025-06-14,20,68620,West
INV082042,C0426,P018,2023-05-01,3,6261,North
INV082043,C0263,P015,2024-10-15,18,48708,South
INV082044,C0096,P006,2025-02-03,7,28196,East
INV082045,C0118,P012,2025-05-06,6,26046,North
