ticket_id,customer_id,priority,status,created
T03768,C0466,Low,In Progress,2025-05-20
T03769,C0406,Medium,In Progress,2025-01-23
T03770,C0102,Low,Open,2025-01-20
T03771,C0283,Medium,Open,2025-05-02
T03772,C0048,High,Open,2025-01-16
T03773,C0363,Low,Open,2025-01-22
T03774,C0199,Low,Closed,2025-06-03
T03775,C0413,Low,Open,2025-01-09
T03776,C0099,High,Closed,2025-04-13
T03777,C0460,Low,Open,2025-05-01
T03778,C0420,Medium,Open,2025-03-17
T03779,C0456,Low,In Progress,2025-06-26
T03780,C0361,High,Open,2025-03-13
T03781,C0197,Low,Open,2025-01-21
T03782,C0293,High,In Progress,2025-04-08
T03783,C0262,Low,Closed,2025-02-09
T03784,C0405,High,In Progress,2025-05-15
T03785,C0409,Low,Closed,2025-04-04
T03786,C0463,Low,Closed,2025-06-30
T03787,C0347,High,In Progress,2025-01-25
T03788,C0485,Medium,Closed,2025-01-31
T03789,C0253,Low,Closed,2025-06-15
T03790,C0252,Medium,Closed,2025-06-07
T03791,C0488,High,Open,2025-04-10
T03792,C0128,Medium,Open,2025-03-25
T03793,C0382,Low,In Progress,2025-04-14
T03794,C0495,Medium,Closed,2025-03-19
T03795,C0354,Medium,In Progress,2025-02-16
T03796,C0066,Medium,Closed,2025-04-20
T03797,C0497,Low,In Progress,2025-04-21
T03798,C0099,High,Open,2025-03-15
T03799,C0229,High,Closed,2025-03-23
T03800,C0341,Low,In Progress,2025-01-15
T03801,C0074,High,In Progress,2025-05-31
T03802,C0477,Low,Open,2025-04-22
T03803,C0207,Low,Open,2025-03-29
T03804,C0309,Low,Open,2025-03-25
T03805,C0155,High,Closed,2025-02-10
T03806,C0013,Medium,In Progress,2025-04-23
T03807,C0139,High,Open,2025-04-16
T03808,C0003,Low,Open,2025-06-02
T03809,C0085,High,In Progress,2025-04-23
T03810,C0075,Medium,In Progress,2025-04-02
T03811,C0422,High,Open,2025-03-04
T03812,C0151,High,In Progress,2025-02-16
T03813,C0323,Medium,Open,2025-01-27
T03814,C0309,High,Closed,2025-04-02
T03815,C0118,Medium,In Progress,2025-04-15
T03816,C0366,Low,Open,2025-02-20
T03817,C0019,Low,Open,2025-06-03
T03818,C0206,High,In Progress,2025-03-06
T03819,C0331,Low,In Progress,2025-01-01
T03820,C0254,Medium,Open,2025-06-08
T03821,C0048,Medium,Closed,2025-03-07
T03822,C0445,Low,Closed,2025-01-17
T03823,C0163,Medium,In Progress,2025-02-17
T03824,C0138,High,In Progress,2025-04-04
T03825,C0317,Low,Open,2025-02-13
T03826,C0279,Medium,Open,2025-02-22
T03827,C0163,High,In Progress,2025-02-20
T03828,C0494,Medium,Closed,2025-04-17
T03829,C0394,High,Open,2025-01-27
T03830,C0487,Medium,In Progress,2025-03-20
T03831,C0448,Medium,Closed,2025-02-27
T03832,C0340,Medium,Closed,2025-01-27
T03833,C0241,Low,Open,2025-03-11
T03834,C0370,High,In Progress,2025-02-07
T03835,C0143,High,Open,2025-01-15
T03836,C0280,High,Closed,2025-04-18
T03837,C0291,Low,Open,2025-03-29
T03838,C0310,Medium,Open,2025-05-12
T03839,C0142,High,Closed,2025-01-03
T03840,C0165,High,In Progress,2025-04-30
T03841,C0156,High,Open,2025-06-21
T03842,C0036,High,In Progress,2025-06-07
T03843,C0403,Medium,Open,2025-04-20
T03844,C0200,High,In Progress,2025-02-12
T03845,C0104,High,Closed,2025-01-12
T03846,C0481,Medium,Open,2025-04-05
T03847,C0485,Low,In Progress,2025-05-10
T03848,C0097,High,Closed,2025-01-09
T03849,C0196,Low,Open,2025-05-15
T03850,C0436,High,In Progress,2025-03-09
T03851,C0395,Low,Closed,2025-05-01
T03852,C0225,Medium,In Progress,2025-02-25
T03853,C0091,Medium,Open,2025-02-17
T03854,C0387,Low,Open,2025-05-30
T03855,C0137,High,Closed,2025-04-20
T03856,C0442,Low,Open,2025-01-15
T03857,C0438,High,Open,2025-03-08
T03858,C0106,Medium,Closed,2025-02-20
T03859,C0500,Medium,Closed,2025-03-01
T03860,C0283,Low,Open,2025-06-17
T03861,C0016,High,Closed,2025-03-21
T03862,C0410,Low,Open,2025-04-03
T03863,C0021,Medium,Open,2025-01-11
T03864,C0497,Medium,Closed,2025-05-18
T03865,C0392,Medium,Closed,2025-04-20
T03866,C0141,Medium,Closed,2025-04-11
T03867,C0114,Medium,In Progress,2025-06-21
T03868,C0347,High,In Progress,2025-04-14
T03869,C0433,High,Open,2025-04-05
T03870,C0285,High,Open,2025-04-07
T03871,C0492,High,Closed,2025-03-03
T03872,C0310,Medium,In Progress,2025-01-16
T03873,C0239,Low,Open,2025-06-01
T03874,C0487,Medium,Closed,2025-05-14
T03875,C0351,High,In Progress,2025-03-26
T03876,C0251,High,Open,2025-04-15
T03877,C0479,Low,In Progress,2025-01-03
T03878,C0412,High,Open,2025-04-05
T03879,C0037,Low,Closed,2025-01-05
T03880,C0164,Low,In Progress,2025-03-15
T03881,C0161,High,Open,2025-02-10
T03882,C0208,High,In Progress,2025-03-10
T03883,C0497,High,In Progress,2025-06-26
T03884,C0256,Low,In Progress,2025-01-23
T03885,C0031,High,In Progress,2025-03-22
T03886,C0008,Low,Closed,2025-05-26
T03887,C0169,Low,In Progress,2025-04-29
T03888,C0328,High,Open,2025-05-13
T03889,C0405,Medium,Open,2025-06-15
T03890,C0266,Low,In Progress,2025-06-17
T03891,C0346,High,In Progress,2025-02-16
T03892,C0371,Medium,In Progress,2025-05-22
T03893,C0322,Medium,In Progress,2025-03-12
T03894,C0119,High,Closed,2025-03-18
T03895,C0006,Medium,In Progress,2025-04-15
T03896,C0389,Low,Open,2025-01-23
T03897,C0138,Medium,Closed,2025-03-21
T03898,C0315,Low,Closed,2025-02-21
T03899,C0352,Low,In Progress,2025-03-30
T03900,C0001,Low,Open,2025-03-25
T03901,C0140,Medium,Open,2025-05-16
T03902,C0490,Low,Open,2025-02-21
T03903,C0337,High,In Progress,2025-06-23
T03904,C0261,High,Closed,2025-02-10
T03905,C0085,Low,In Progress,2025-04-11
T03906,C0075,Low,Closed,2025-04-20
T03907,C0246,Medium,Closed,2025-02-03
T03908,C0309,Medium,In Progress,2025-04-18
T03909,C0058,High,Closed,2025-03-04
T03910,C0254,Low,In Progress,2025-06-02
T03911,C0271,High,Closed,2025-04-30
T03912,C0094,High,Open,2025-01-30
T03913,C0047,High,Closed,2025-05-28
T03914,C0015,Low,In Progress,2025-06-30
T03915,C0205,High,In Progress,2025-04-25
T03916,C0197,High,Closed,2025-04-05
T03917,C0204,High,Open,2025-03-10
T03918,C0498,Low,Open,2025-04-26
T03919,C0470,Low,Open,2025-06-14
T03920,C0420,Medium,Closed,2025-02-15
T03921,C0447,Low,Open,2025-05-19
T03922,C0052,Medium,Closed,2025-03-02
T03923,C0066,Medium,In Progress,2025-04-15
T03924,C0431,Medium,Open,2025-03-24
T03925,C0131,Low,In Progress,2025-01-29
T03926,C0439,High,In Progress,2025-05-04
T03927,C0020,Medium,Open,2025-05-12
T03928,C0473,Low,Open,2025-06-30
T03929,C0092,Medium,In Progress,2025-05-30
T03930,C0266,High,Open,2025-02-07
T03931,C0146,Low,Closed,2025-03-19
T03932,C0261,High,Open,2025-02-06
T03933,C0372,Low,In Progress,2025-04-05
T03934,C0359,High,Open,2025-02-08
T03935,C0377,Medium,In Progress,2025-01-30
T03936,C0311,Medium,In Progress,2025-02-06
T03937,C0212,Medium,Closed,2025-01-26
T03938,C0119,Low,Closed,2025-04-01
T03939,C0420,Medium,Closed,2025-06-20
T03940,C0310,Low,Closed,2025-04-30
T03941,C0361,Medium,Closed,2025-01-13
T03942,C0358,High,Closed,2025-03-26
T03943,C0430,Low,Open,2025-03-24
T03944,C0048,High,Open,2025-02-28
T03945,C0391,High,In Progress,2025-02-15
T03946,C0470,Low,Open,2025-06-28
T03947,C0014,Low,In Progress,2025-06-15
T03948,C0128,Low,Open,2025-03-24
T03949,C0069,Medium,Closed,2025-01-21
T03950,C0257,Low,Open,2025-03-12
T03951,C0440,Low,Open,2025-03-23
T03952,C0422,High,Closed,2025-03-11
T03953,C0226,Low,Open,2025-01-10
T03954,C0494,High,In Progress,2025-04-25
T03955,C0270,High,Open,2025-06-16
T03956,C0449,Medium,Open,2025-02-05
T03957,C0120,Medium,Open,2025-02-22
T03958,C0483,Medium,Closed,2025-05-13
T03959,C0433,High,In Progress,2025-03-26
T03960,C0041,High,In Progress,2025-06-21
T03961,C0027,High,Open,2025-02-11
T03962,C0172,Medium,Closed,2025-05-08
T03963,C0300,Low,Closed,2025-05-09
T03964,C0499,High,In Progress,2025-03-28
T03965,C0498,Low,In Progress,2025-02-17
T03966,C0480,High,In Progress,2025-06-16
T03967,C0358,Medium,Closed,2025-03-03
T03968,C0213,Medium,Closed,2025-02-26
T03969,C0108,Medium,In Progress,2025-02-12
T03970,C0103,High,In Progress,2025-06-05
T03971,C0473,Medium,In Progress,2025-06-11
T03972,C0050,Medium,Closed,2025-04-06
T03973,C0245,High,In Progress,2025-01-27
T03974,C0180,High,Closed,2025-06-22
T03975,C0474,Low,Closed,2025-03-03
T03976,C0055,Medium,In Progress,2025-06-15
T03977,C0365,High,Closed,2025-02-16
T03978,C0340,High,In Progress,2025-05-26
T03979,C0444,Medium,Open,2025-03-23
T03980,C0106,Low,In Progress,2025-01-05
T03981,C0393,Low,Closed,2025-03-22
T03982,C0149,Medium,Open,2025-02-18
T03983,C0326,High,Closed,2025-03-17
T03984,C0007,Low,Closed,2025-04-25
T03985,C0360,High,Open,2025-03-23
T03986,C0403,High,Open,2025-05-26
T03987,C0445,High,In Progress,2025-02-02
T03988,C0471,High,In Progress,2025-01-08
T03989,C0018,Medium,In Progress,2025-03-12
T03990,C0258,High,Open,2025-01-22
T03991,C0215,Low,Closed,2025-03-27
T03992,C0342,Low,In Progress,2025-01-13
T03993,C0459,Medium,In Progress,2025-01-21
T03994,C0085,Medium,In Progress,2025-01-07
T03995,C0400,Low,Closed,2025-04-05
T03996,C0383,High,In Progress,2025-02-26
T03997,C0300,Medium,In Progress,2025-04-17
T03998,C0400,High,Open,2025-03-19
T03999,C0271,Low,Closed,2025-02-16
T04000,C0023,Low,Closed,2025-02-23
T04001,C0050,Medium,Open,2025-01-29
T04002,C0242,High,Closed,2025-04-09
T04003,C0114,Medium,Closed,2025-01-03
T04004,C0276,Medium,In Progress,2025-06-01
T04005,C0434,Low,Closed,2025-02-01
T04006,C0023,Medium,Open,2025-03-13
T04007,C0168,High,Closed,2025-04-29
T04008,C0390,Low,Open,2025-05-02
T04009,C0101,Low,Open,2025-05-30
T04010,C0447,High,Closed,2025-06-06
T04011,C0044,High,In Progress,2025-05-08
T04012,C0184,Medium,In Progress,2025-04-14
T04013,C0418,High,Closed,2025-04-20
T04014,C0159,Medium,Open,2025-02-01
T04015,C0385,Medium,Closed,2025-05-30
T04016,C0192,High,In Progress,2025-03-22
T04017,C0317,Low,Closed,2025-02-26
T04018,C0160,Low,Closed,2025-05-09
T04019,C0351,Low,Closed,2025-04-20
T04020,C0083,Low,Closed,2025-03-29
T04021,C0084,Low,Closed,2025-03-08
T04022,C0139,Medium,In Progress,2025-06-20
T04023,C0085,High,In Progress,2025-06-12
T04024,C0260,Medium,Open,2025-01-16
T04025,C0283,High,Open,2025-01-31
T04026,C0408,Medium,Closed,2025-04-29
T04027,C0466,Low,In Progress,2025-01-03
T04028,C0345,Medium,Open,2025-06-05
T04029,C0130,Medium,Closed,2025-04-28
T04030,C0497,Medium,In Progress,2025-06-22
T04031,C0092,Medium,Open,2025-05-16
T04032,C0420,High,Open,2025-02-25
T04033,C0251,Medium,Open,2025-01-18
T04034,C0429,High,Open,2025-06-23
T04035,C0018,Low,In Progress,2025-04-06
T04036,C0342,Medium,Closed,2025-06-12
T04037,C0132,High,Closed,2025-06-09
T04038,C0462,Low,Open,2025-05-07
T04039,C0353,High,In Progress,2025-01-13
T04040,C0255,Medium,Open,2025-04-03
T04041,C0228,High,Open,2025-06-25
T04042,C0350,Medium,Closed,2025-06-14
T04043,C0013,Low,Open,2025-06-03
T04044,C0148,Medium,Closed,2025-05-25
T04045,C0485,High,In Progress,2025-06-15
T04046,C0032,Low,In Progress,2025-05-15
T04047,C0314,High,Open,2025-03-21
T04048,C0036,High,Closed,2025-03-14
T04049,C0491,Medium,Open,2025-05-24
T04050,C0374,Medium,Open,2025-03-25
T04051,C0146,Medium,In Progress,2025-03-11
T04052,C0140,Low,In Progress,2025-05-17
T04053,C0103,Medium,Closed,2025-02-01
T04054,C0026,High,Open,2025-01-10
T04055,C0447,High,In Progress,2025-01-27
T04056,C0144,Low,Closed,2025-05-31
T04057,C0417,Low,In Progress,2025-06-27
T04058,C0365,Low,Open,2025-06-04
T04059,C0350,Medium,In Progress,2025-04-19
T04060,C0379,High,In Progress,2025-04-10
T04061,C0459,Medium,Open,2025-02-18
T04062,C0274,Medium,Closed,2025-02-01
T04063,C0200,Medium,In Progress,2025-06-25
T04064,C0232,Low,In Progress,2025-04-22
T04065,C0370,Medium,Closed,2025-06-24
T04066,C0355,Medium,Closed,2025-05-10
T04067,C0079,Medium,In Progress,2025-06-05
T04068,C0069,High,Open,2025-03-23
T04069,C0304,Low,In Progress,2025-06-07
T04070,C0469,High,Open,2025-01-26
T04071,C0223,Low,Open,2025-05-24
T04072,C0085,Medium,In Progress,2025-01-10
T04073,C0035,Medium,Open,2025-04-16
T04074,C0113,Low,In Progress,2025-04-15
T04075,C0431,Medium,Closed,2025-02-12
T04076,C0418,Medium,In Progress,2025-03-14
T04077,C0467,Medium,In Progress,2025-02-23
T04078,C0353,High,Closed,2025-06-18
T04079,C0001,Low,Closed,2025-03-01
T04080,C0242,High,In Progress,2025-03-20
T04081,C0207,High,Open,2025-04-10
T04082,C0417,Low,Closed,2025-02-02
T04083,C0119,High,Closed,2025-04-08
T04084,C0058,High,Open,2025-03-11
T04085,C0146,Low,Open,2025-04-19
T04086,C0181,Low,Closed,2025-01-30
T04087,C0044,Medium,Open,2025-02-26
T04088,C0432,Medium,Closed,2025-05-28
T04089,C0362,Medium,Closed,2025-01-05
T04090,C0099,Medium,In Progress,2025-06-16
T04091,C0464,Medium,In Progress,2025-02-22
T04092,C0154,High,In Progress,2025-01-25
T04093,C0156,Low,Closed,2025-04-24
T04094,C0420,Medium,Open,2025-04-24
T04095,C0205,Medium,Closed,2025-06-02
T04096,C0426,Low,Closed,2025-03-19
T04097,C0135,High,Open,2025-06-26
T04098,C0188,High,Closed,2025-02-11
T04099,C0014,Medium,In Progress,2025-02-12
T04100,C0043,Low,In Progress,2025-03-29
T04101,C0341,Medium,Closed,2025-06-11
T04102,C0195,Medium,Closed,2025-01-20
T04103,C0378,High,In Progress,2025-01-06
T04104,C0492,Low,Open,2025-01-12
T04105,C0166,Medium,Open,2025-03-26
T04106,C0189,Low,Closed,2025-06-06
T04107,C0064,Medium,In Progress,2025-03-10
T04108,C0190,High,In Progress,2025-05-19
T04109,C0149,Medium,Closed,2025-02-06
T04110,C0447,Low,Closed,2025-06-20
T04111,C0268,High,Open,2025-05-06
T04112,C0463,Low,In Progress,2025-05-31
T04113,C0278,Low,Closed,2025-04-17
T04114,C0474,Medium,Open,2025-04-04
T04115,C0078,Low,Open,2025-05-27
T04116,C0078,Medium,Open,2025-02-17
T04117,C0181,High,Closed,2025-04-21
T04118,C0080,Low,In Progress,2025-06-04
T04119,C0280,Low,Closed,2025-02-24
T04120,C0094,Low,Open,2025-02-19
T04121,C0441,High,In Progress,2025-05-23
T04122,C0051,Medium,Open,2025-04-01
T04123,C0114,Medium,Open,2025-02-23
T04124,C0057,High,In Progress,2025-03-11
T04125,C0125,Low,Open,2025-05-29
T04126,C0022,Low,In Progress,2025-02-25
T04127,C0246,Low,Open,2025-03-08
T04128,C0493,Medium,In Progress,2025-03-11
T04129,C0303,Low,In Progress,2025-05-25
T04130,C0317,High,Open,2025-02-17
T04131,C0392,High,Closed,2025-01-27
T04132,C0414,Low,In Progress,2025-06-16
T04133,C0234,Medium,Open,2025-06-01
T04134,C0314,Low,Closed,2025-04-17
T04135,C0389,Low,Closed,2025-01-23
T04136,C0412,High,Closed,2025-01-26
T04137,C0378,Low,Open,2025-01-06
T04138,C0309,Medium,In Progress,2025-02-15
T04139,C0247,Medium,In Progress,2025-01-04
T04140,C0483,Low,Open,2025-05-25
T04141,C0038,Medium,Closed,2025-03-12
T04142,C0486,High,In Progress,2025-01-01
T04143,C0494,High,Open,2025-04-19
T04144,C0454,Medium,Open,2025-06-15
T04145,C0101,High,Closed,2025-02-22
T04146,C0072,Low,In Progress,2025-03-27
T04147,C0276,Medium,In Progress,2025-02-18
T04148,C0397,Low,Open,2025-01-12
T04149,C0336,Medium,Closed,2025-04-04
T04150,C0453,Medium,Open,2025-04-23
T04151,C0050,Low,In Progress,2025-03-16
T04152,C0402,Medium,Closed,2025-01-17
T04153,C0294,Low,Open,2025-02-25
T04154,C0233,High,In Progress,2025-03-02
T04155,C0221,Low,In Progress,2025-06-29
T04156,C0455,Medium,Closed,2025-06-03
T04157,C0431,Medium,Closed,2025-02-15
T04158,C0114,Low,In Progress,2025-03-13
T04159,C0447,High,In Progress,2025-02-19
T04160,C0156,High,Closed,2025-01-01
T04161,C0386,High,Closed,2025-06-18
T04162,C0263,Medium,Closed,2025-05-28
T04163,C0413,Medium,Closed,2025-01-27
T04164,C0362,Medium,Closed,2025-04-23
T04165,C0022,Low,Closed,2025-04-30
T04166,C0235,Medium,Closed,2025-01-21
T04167,C0014,High,In Progress,2025-02-14
T04168,C0258,Medium,In Progress,2025-01-10
T04169,C0273,Medium,In Progress,2025-04-09
T04170,C0240,Low,In Progress,2025-02-03
T04171,C0208,High,In Progress,2025-02-18
T04172,C0410,Low,In Progress,2025-01-27
T04173,C0413,High,In Progress,2025-05-31
T04174,C0138,Low,In Progress,2025-01-25
T04175,C0038,High,In Progress,2025-04-08
T04176,C0233,Medium,Open,2025-01-14
T04177,C0195,Low,Open,2025-01-01
T04178,C0156,High,In Progress,2025-01-29
T04179,C0376,High,Closed,2025-05-12
T04180,C0276,Medium,Open,2025-04-16
T04181,C0250,High,Closed,2025-06-26
T04182,C0317,Low,Open,2025-05-22
T04183,C0107,Medium,Open,2025-06-28
T04184,C0092,Medium,Closed,2025-06-15
T04185,C0461,High,Closed,2025-02-03
T04186,C0461,Low,Open,2025-03-27
T04187,C0173,Medium,Closed,2025-05-05
T04188,C0488,Medium,In Progress,2025-02-11
T04189,C0467,Medium,In Progress,2025-04-07
T04190,C0164,High,Open,2025-04-27
T04191,C0042,Low,In Progress,2025-04-11
T04192,C0461,Medium,Open,2025-04-09
T04193,C0399,Medium,Open,2025-03-10
T04194,C0264,Low,In Progress,2025-03-16
T04195,C0153,Medium,Closed,2025-01-27
T04196,C0448,Medium,In Progress,2025-05-13
T04197,C0169,High,Open,2025-05-12
T04198,C0149,High,Open,2025-01-03
T04199,C0500,Medium,Closed,2025-04-19
T04200,C0174,Medium,Open,2025-02-18
T04201,C0160,Low,In Progress,2025-04-08
T04202,C0184,High,In Progress,2025-04-18
T04203,C0250,Low,Open,2025-03-05
T04204,C0370,High,In Progress,2025-03-23
T04205,C0024,High,Open,2025-01-14
T04206,C0188,Medium,Open,2025-04-23
T04207,C0270,Medium,Open,2025-01-08
T04208,C0314,High,Open,2025-05-19
T04209,C0349,Low,In Progress,2025-03-03
T04210,C0078,Medium,Open,2025-06-22
T04211,C0028,Low,Closed,2025-06-16
T04212,C0167,High,In Progress,2025-01-06
T04213,C0373,Medium,Open,2025-04-13
T04214,C0478,Low,Closed,2025-03-20
T04215,C0235,Low,Open,2025-05-30
T04216,C0301,High,Closed,2025-03-18
T04217,C0233,High,In Progress,2025-04-24
T04218,C0244,Medium,Open,2025-03-05
T04219,C0464,Low,In Progress,2025-05-16
T04220,C0279,High,Open,2025-02-13
T04221,C0364,Medium,In Progress,2025-02-05
T04222,C0315,Medium,Closed,2025-04-27
T04223,C0071,Low,Closed,2025-05-29
T04224,C0207,High,Open,2025-01-05
T04225,C0149,High,In Progress,2025-04-28
T04226,C0109,Medium,In Progress,2025-05-22
T04227,C0261,Medium,Open,2025-06-25
T04228,C0085,Medium,Open,2025-01-22
T04229,C0460,Low,Open,2025-02-11
T04230,C0471,Medium,Closed,2025-06-11
T04231,C0139,Low,In Progress,2025-03-10
T04232,C0166,High,Open,2025-04-11
T04233,C0488,Low,Open,2025-02-11
T04234,C0042,Low,Closed,2025-03-23
T04235,C0115,High,Closed,2025-05-12
T04236,C0024,High,Open,2025-03-22
T04237,C0317,Low,Open,2025-03-31
T04238,C0302,High,Closed,2025-01-24
T04239,C0194,High,Closed,2025-03-07
T04240,C0128,Medium,Closed,2025-06-22
T04241,C0196,High,In Progress,2025-03-03
T04242,C0015,High,In Progress,2025-06-25
T04243,C0289,Low,Closed,2025-06-21
T04244,C0161,High,Closed,2025-01-19
T04245,C0361,High,Closed,2025-04-02
T04246,C0099,High,Closed,2025-06-12
T04247,C0167,Medium,In Progress,2025-03-11
T04248,C0373,High,Open,2025-02-07
T04249,C0397,High,In Progress,2025-05-28
T04250,C0162,Medium,Closed,2025-01-18
T04251,C0045,Low,In Progress,2025-03-28
T04252,C0246,High,Open,2025-05-04
T04253,C0230,High,Open,2025-02-23
T04254,C0391,High,Closed,2025-04-19
T04255,C0363,Medium,In Progress,2025-01-17
T04256,C0228,Low,In Progress,2025-04-01
T04257,C0270,Medium,In Progress,2025-06-29
T04258,C0263,Low,In Progress,2025-02-08
T04259,C0050,Low,In Progress,2025-06-12
T04260,C0198,Medium,In Progress,2025-03-17
T04261,C0196,Medium,Open,2025-03-24
T04262,C0323,Low,Open,2025-03-12
T04263,C0279,Medium,Open,2025-01-14
T04264,C0241,Low,Open,2025-05-30
T04265,C0181,Low,Closed,2025-06-14
T04266,C0324,Medium,In Progress,2025-03-20
T04267,C0366,Medium,In Progress,2025-04-15
T04268,C0063,Low,Open,2025-01-30
T04269,C0418,Medium,In Progress,2025-02-18
T04270,C0420,Low,In Progress,2025-01-18
T04271,C0303,High,In Progress,2025-01-02
T04272,C0231,High,Open,2025-02-19
T04273,C0366,Medium,In Progress,2025-05-23
T04274,C0211,High,In Progress,2025-04-03
T04275,C0014,Low,Closed,2025-06-06
T04276,C0298,Medium,Open,2025-02-17
T04277,C0455,Low,Closed,2025-04-11
T04278,C0160,Medium,Open,2025-05-09
T04279,C0415,High,In Progress,2025-05-03
T04280,C0229,Medium,Open,2025-02-08
T04281,C0003,High,Open,2025-04-24
T04282,C0093,Low,In Progress,2025-06-29
T04283,C0481,High,In Progress,2025-05-09
T04284,C0026,Low,Open,2025-05-08
T04285,C0252,Low,In Progress,2025-01-26
T04286,C0240,Medium,In Progress,2025-02-14
T04287,C0171,High,In Progress,2025-05-03
T04288,C0120,Low,In Progress,2025-04-22
T04289,C0356,Medium,Closed,2025-02-04
T04290,C0047,Low,Open,2025-04-19
T04291,C0228,High,Open,2025-06-03
T04292,C0350,Medium,In Progress,2025-03-30
T04293,C0388,High,Closed,2025-03-26
T04294,C0367,Medium,Closed,2025-06-24
T04295,C0023,High,Closed,2025-03-25
T04296,C0043,Low,In Progress,2025-04-01
T04297,C0430,Low,Closed,2025-06-07
T04298,C0161,High,In Progress,2025-06-24
T04299,C0463,Medium,Open,2025-02-13
T04300,C0499,Low,In Progress,2025-05-12
T04301,C0158,Low,Closed,2025-03-05
T04302,C0093,High,Open,2025-06-26
T04303,C0371,Low,Open,2025-06-21
T04304,C0130,Medium,Open,2025-01-11
T04305,C0484,Low,Open,2025-06-23
T04306,C0377,High,In Progress,2025-06-24
T04307,C0220,Medium,Open,2025-01-08
T04308,C0182,Low,In Progress,2025-05-15
T04309,C0199,Medium,In Progress,2025-03-08
T04310,C0381,Low,Closed,2025-02-19
T04311,C0250,Low,In Progress,2025-04-09
T04312,C0114,Medium,Closed,2025-01-22
T04313,C0261,High,Open,2025-01-23
T04314,C0373,Medium,In Progress,2025-02-18
T04315,C0434,Medium,Open,2025-03-14
T04316,C0230,Low,Closed,2025-06-13
T04317,C0235,Low,In Progress,2025-02-18
T04318,C0430,Medium,Open,2025-02-15
T04319,C0482,High,In Progress,2025-02-04
T04320,C0400,High,Closed,2025-05-23
T04321,C0431,Medium,In Progress,2025-01-08
T04322,C0113,Medium,In Progress,2025-03-05
T04323,C0476,Low,In Progress,2025-06-07
T04324,C0078,Low,Open,2025-06-08
T04325,C0253,Low,Closed,2025-05-05
T04326,C0421,Medium,In Progress,2025-01-04
T04327,C0002,Low,Closed,2025-01-14
T04328,C0095,Medium,Open,2025-02-01
T04329,C0087,Medium,In Progress,2025-04-29
T04330,C0461,Low,Closed,2025-03-05
T04331,C0446,Low,Closed,2025-01-20
T04332,C0045,Low,In Progress,2025-04-26
T04333,C0313,High,In Progress,2025-01-23
T04334,C0245,High,Open,2025-03-19
T04335,C0366,High,Closed,2025-05-15
T04336,C0092,Low,In Progress,2025-02-20
T04337,C0353,Medium,Open,2025-04-30
T04338,C0135,High,Open,2025-01-02
T04339,C0383,Medium,Open,2025-04-14
T04340,C0449,High,Open,2025-02-27
T04341,C0123,Medium,Open,2025-02-19
T04342,C0227,High,In Progress,2025-05-18
T04343,C0427,Medium,Closed,2025-02-24
T04344,C0130,Low,Closed,2025-05-26
T04345,C0198,High,Closed,2025-02-11
T04346,C0180,High,In Progress,2025-01-29
T04347,C0176,High,In Progress,2025-04-30
T04348,C0247,High,Closed,2025-01-13
T04349,C0203,Low,Closed,2025-05-12
T04350,C0001,High,Closed,2025-01-20
T04351,C0204,High,In Progress,2025-01-06
T04352,C0229,High,Open,2025-05-22
T04353,C0481,Low,Open,2025-03-31
T04354,C0383,Medium,Open,2025-03-12
T04355,C0386,High,In Progress,2025-05-03
T04356,C0498,High,Closed,2025-02-11
T04357,C0032,Low,Open,2025-01-03
T04358,C0143,High,Open,2025-02-14
T04359,C0398,High,Closed,2025-02-06
T04360,C0499,Medium,In Progress,2025-03-20
T04361,C0444,Low,Open,2025-05-25
T04362,C0111,Medium,Closed,2025-04-27
T04363,C0358,High,In Progress,2025-05-05
T04364,C0242,High,In Progress,2025-01-06
T04365,C0228,Medium,In Progress,2025-04-03
T04366,C0266,Medium,In Progress,2025-02-02
T04367,C0077,Medium,In Progress,2025-01-28
T04368,C0224,Medium,Open,2025-02-23
T04369,C0345,Low,Closed,2025-03-09
T04370,C0344,Low,In Progress,2025-04-06
T04371,C0229,Low,Open,2025-06-07
T04372,C0125,Medium,In Progress,2025-04-24
T04373,C0227,Low,Open,2025-02-28
T04374,C0139,Medium,Closed,2025-03-25
T04375,C0387,High,In Progress,2025-05-02
T04376,C0173,Low,In Progress,2025-04-05
T04377,C0023,High,In Progress,2025-04-08
T04378,C0103,Low,Closed,2025-03-14
T04379,C0028,Low,Open,2025-03-24
T04380,C0417,Low,In Progress,2025-05-27
T04381,C0267,Low,Closed,2025-06-15
T04382,C0338,High,Open,2025-05-28
T04383,C0406,Low,Open,2025-06-08
T04384,C0136,Medium,Closed,2025-01-02
T04385,C0208,Low,In Progress,2025-02-14
T04386,C0280,High,Open,2025-03-25
T04387,C0074,High,Closed,2025-06-07
T04388,C0215,Low,Open,2025-02-17
T04389,C0484,High,In Progress,2025-05-24
T04390,C0399,Low,Open,2025-01-18
T04391,C0055,High,In Progress,2025-01-18
T04392,C0041,Low,Open,2025-02-04
T04393,C0186,Medium,Open,2025-05-31
T04394,C0382,Medium,Closed,2025-01-22
T04395,C0031,Medium,In Progress,2025-05-31
T04396,C0237,High,In Progress,2025-02-05
T04397,C0265,Low,Open,2025-01-31
T04398,C0332,Low,In Progress,2025-04-08
T04399,C0089,Low,Open,2025-02-12
T04400,C0207,High,Closed,2025-05-10
T04401,C0100,Low,In Progress,2025-01-17
